"fuid","text","labels"
"39d3a435-63a0-519b-3462-5caac56ae40b","WHY DONT YOU SUPPLY A LINK AND MESSAGE BEFORE IAP DETAIL ENTRY.. You need to update your tax and payout information before you can charge money."""""""" is great information to have first then allow me to finish that step prior to gleefully enter IAPs","Technical Operations--Technical Operations UI or UX"
"3f0260c2-f73d-3bce-5f01-18c14c2b8ac9","Why i cannot find my app in the market after the completion of the audit?. I submit a app for windwos10 x86, but i cannot find it in the market at all. What's the problem.","Business Operations--Marketing or Advertising"
"3f4754f0-846c-f140-8175-af94a80d3c71","why I don't see the Integration sandbox option here?","Technical Operations--Other Technical Operations"
"39293b7d-d973-589c-ed8c-b0093304ce23","Why I have to Pay for some Popular Apps/ Music On Windows Phone?? . Almost Every thing on android platform is free. Android users are getting most popular apps for free.  On the other hand, Why Windows phone users have to buy some basic apps too??  Some popular games like... Angry Birds had most recent versions available for free on android platform.  But on the other hand, we windows phone users have to pay for basic version of the game... (This is the case of game lovers)  Another wonderful app for banking... SBI freedom + is available for android Users... but we as windows phone users have to adjust with basic SBI freedom app...  These are just examples of discomfort of being a Windows phone user... and I have been facing that for the past 2 years...  Microsoft must take steps so that most of the apps are available for its users at free of costs.  No one never mind the advertisements you  display in your apps until and unless they are very disturbing.  With Nokia Lumia 730/735 tasting a big success in India, more are more users will be switching to Lumia stream, mostly form android.  If at all microsoft / Nokia wanna recover their lost market in India, the only way is improving apps on market place, and that too for free... because here in India, most people get attracted to free apps only...   Try making Music From music store too for free, give as many ads as you can at the time of download, It will make the Windows Phone market go up very soon.  Lastly... Please cut down the prices of Lumia phones at least by 15%... Not many people buy lumias with such high rates...  Please bring down price of lumia 730 to 13k... you will see the magic in your sales...","Learn, Try or Buy--Evaluation or Comparison"
"23ac66f1-49c5-6068-5415-a91fe27cd8f4","Why is `Start this workflow to approve publishing a major version of an item` disabled for Publishing site? -- Hi, my name is Tom Daria and I am a .net developer using Visual Studio 2013, SharePoint 2013.  When I create my blank 2013 solution and add a workflow item to my solution, I then add a simple activity `WriteToHistory`.  I then deploy my solution to my SharePoint 2013 Publishing Portal site.  After successful deployment I then attach my custom workflow to the Pages library.  During Association, I see the `Start this workflow to approve publishing a major version of an item` checxkbox is greyed out.  I then go back to my site and ensure versioning is turned on, which it was!  I then contacted Microsoft and opened up a support incident with them.  Refer to case 114031911277771.  Note:  Per the MS Support representative, it is by design that this is greyed out!  As a result this is causing my users to go through 5 clicks just to submit a page for approval.  Note:  In SharePoint 2007, this checkbox was enabled.  I am not sure why this functionality was taken out or is disabled in 2013 but please look into this for me (and others I'm sure).  Thank You for hearing my concern.  Please feel free to contact me for any additional information.  Thank You.  Tom Daria tom.daria@fhlbcin.com","Technical Operations--Other Technical Operations"
"a272ec86-d842-59e0-7f6a-fc484879cf57","why is failing me when i didn't reserved all the localized names? it should automatically ask me if i want to reserve and give me green ok. I DON'T NEED TO DO PHD on your site for app uploading!!!! learn from google android! Regards","Technical Operations--Technical Operations UI or UX"
"5cef94f5-edb4-be73-2a9b-059470f5cc80","Why is my account locked?","Business Operations--Role Management"
"f567c8bd-8272-66be-23b6-41f5c0d3f5a4","Why is my application Hello UWP search no more in the store? For a few days! Already set up can be searched. ","Business Operations--Marketing or Advertising"
"11be7425-0289-3316-0646-df4f83c54d0d","Why isn't it possible to insert images from an Office app into a PowerPoint slide?. As the title asks: Why isn't it possible to insert images from an app into a PowerPoint slide?  The user manually have to paste images copied to the clipboard.  Will it be made possible in the future to let an app automatically insert an image into a given place in a slide?  More info: https://social.msdn.microsoft.com/Forums/en-US/83c817bd-28c7-43a6-9f92-15ecc55cb1c1/why-isnt-it-possible-to-insert-images-from-an-office-app-into-a-powerpoint-slide?forum=appsforoffice","Technical Operations--Design or Drafting"
"0c01d63b-083c-3813-45bd-c14d6899d1f7","Why it is not  possible to choose your default credit card from Azure system? --    It seems to me that the credit card process is not well designed because I can not setup a default card explicitly or delete old cards either.  I do not want to close this case unless my old credit card information is deleted from the system. Please escalate to who could solve it.       ","Business Operations--Business Support"
"892513f7-1354-7500-4d80-d19bafad18c3","Why Microsoft requires registration fee from developers even Windows store app development is far behind App or Play store. If it is only for authenticity for developers  just refund that cost after successfully register  like as a paypal. If so  so many students interested in windows development. That is huge developer base for future.","Learn, Try or Buy--Evaluation or Comparison"
"6b0eeebc-48f1-3f6d-2ca6-a5990b6eea3a","why my app can not find in store market. https://www.microsoft.com/store/apps/9wzdncrdhbh1","Business Operations--Marketing or Advertising"
"b3da5dc0-a92d-5a46-5524-f6b4b1cd1d54","will not install. the windows installer is not working.","Technical Operations--Testing or Debugging"
"767c479e-5bd5-0af9-ce78-4d3ac07fcb56","Win store app trial mode	I am confused about the Trial mode of Win 8 Store (metro) apps. I am reading several resources and documentation like the MSDN site on how to time limit, as that is what I want to do, but the Store provides a trial option on submission on the app - so you can set the Trial mode for 7 days for example. Is is simply ok to just set this store option of 7 days, and then the app will not open anymore, alerting the user of expiry, or, do i also have to implement time expiry code? ","Learn, Try or Buy--Awareness or Learning"
"61f0c6d7-8a95-e099-e55a-f5b15f9b48dd","Windows 10 Emulator fails to install. Hello, I get as far as 55% and the following failure shows, ??","Technical Operations--Testing or Debugging"
"2190652d-8cbc-388d-8240-7c231eecc129","Windows 10 In-App Purchase Testing	I tested the implementation of my purchases in the simulator using CurrentAppSimulator. Now I'd like to test the actual purchases in the store. Is there a way to test purchasing the products without actually purchasing them similar to how you create test iTunes accounts during iOS In-App purchase testing?  Also, I couldn't find any documentation on how to test live purchases, only on how to use the simulator. Does anyone know of an official reference? ","Learn, Try or Buy--Awareness or Learning|Learn, Try or Buy--Evaluation or Comparison"
